title,date,quarter,fraud_type_counts,keyword_counts,summary
"Risk Management for Electronic Ballot Delivery, Marking, and Return",2024-02-14,1,"{""Malware"": 4, ""Phishing/Spoofing"": 1}","{""Phishing/Spoofing"": {""phishing"": 1}, ""Extortion"": {}, ""Personal Data Breach"": {}, ""Non-Payment/Non-Delivery"": {}, ""Investment"": {}, ""Tech Support"": {}, ""Business Email Compromise"": {}, ""Identity Theft"": {}, ""Employment"": {}, ""Confidence/Romance"": {}, ""Government Impersonation"": {}, ""Credit Card/Check Fraud"": {}, ""Harassment/Stalking"": {}, ""Real Estate"": {}, ""Advanced Fee"": {}, ""Crimes Against Children"": {}, ""Lottery/Sweepstakes/Inheritance"": {}, ""Data Breach"": {}, ""Ransomware"": {}, ""Overpayment"": {}, ""IPR*/Copyright&Counterfeit"": {}, ""Threats of Violence"": {}, ""SIM Swap"": {}, ""Botnet"": {}, ""Malware"": {""malware"": 4}, ""Cryptocurrency"": {}}","Furthermore, email is  often used in cyberattacks on organizations, such as attackers sending messages with malicious links or attachments  to infect computers with malware. This malware could spread to other machines on the network if strong network  segmentation techniques are not used. Use encryption where possible (e.g., implement STARTTLS on your email servers to create a secure connection,  encrypt attached files, etc.)  Implement Domain-based Message Authentication, Reporting and Conformance (DMARC) to help identify  phishing emails. Utilize anti-malware detection and encourage voters to as well. Make sure to update the anti-malware regularly."
Joint Guidance: Identifying and Mitigating Living Off the Land Techniques,2024-02-07,1,"{""Investment"": 4, ""Phishing/Spoofing"": 3, ""Ransomware"": 1, ""Crimes Against Children"": 1, ""IPR*/Copyright&Counterfeit"": 1, ""Malware"": 1}","{""Phishing/Spoofing"": {""phishing"": 3}, ""Extortion"": {}, ""Personal Data Breach"": {}, ""Non-Payment/Non-Delivery"": {}, ""Investment"": {""investing"": 3, ""investment"": 1}, ""Tech Support"": {}, ""Business Email Compromise"": {}, ""Identity Theft"": {}, ""Employment"": {}, ""Confidence/Romance"": {}, ""Government Impersonation"": {}, ""Credit Card/Check Fraud"": {}, ""Harassment/Stalking"": {}, ""Real Estate"": {}, ""Advanced Fee"": {}, ""Crimes Against Children"": {""child"": 1}, ""Lottery/Sweepstakes/Inheritance"": {}, ""Data Breach"": {}, ""Ransomware"": {""blocked access"": 1}, ""Overpayment"": {}, ""IPR*/Copyright&Counterfeit"": {""trademark"": 1}, ""Threats of Violence"": {}, ""SIM Swap"": {}, ""Botnet"": {}, ""Malware"": {""malware"": 1}, ""Cryptocurrency"": {}}","TLP:CLEAR        3  TLP:CLEAR  • It enables cyber threat actors to avoid investing in developing and deploying custom  tools. • Enabling phishing-resistant MFA as a default feature. Cyber threat actors effectively use  LOTL across multiple environments, including in on-premises, cloud, hybrid, Windows, Linux,  and macOS environments, in part because it enables the ability to avoid investing in the  development and deployment of custom tools. These red team assessments demonstrate  how an adversary could achieve full domain compromise with little to no investment in  tooling. This includes allocating budget and time for  implementing advanced security measures like EDR and investing in security tools specific  to macOS. Enforce phishing-resistant multi-factor authentication (MFA) across all systems,  especially for privileged accounts. Some ways of discovering potential LOTL activity and their indicators may include the  following:  • Review blocked access attempts in firewall logs. Establish baselines for normal parent-child process activities to  effectively spot deviations. • Mandate MFA, ideally phishing-resistant MFA, for privileged users and make MFA a default, rather than opt-in, feature. Any reference to  specific commercial entities, products, processes, or services by service mark, trademark,  manufacturer, or otherwise, does not constitute or imply endorsement, recommendation, or  favoring by the authoring agencies. • Bypassing Gatekeeper for malware execution: Cyber threat actors may bypass Gatekeeper by leveraging trusted developer certificates or modifying system settings to allow execution from unidentified developers."
State-Sponsored Actors Compromise and Maintain Persistent Access to U.S. Critical Infrastructure,2024-02-07,1,"{""Botnet"": 6, ""Malware"": 7, ""Phishing/Spoofing"": 2, ""Business Email Compromise"": 1, ""Credit Card/Check Fraud"": 2}","{""Phishing/Spoofing"": {""phishing"": 2}, ""Extortion"": {}, ""Personal Data Breach"": {}, ""Non-Payment/Non-Delivery"": {}, ""Investment"": {}, ""Tech Support"": {}, ""Business Email Compromise"": {""business email compromise"": 1}, ""Identity Theft"": {}, ""Employment"": {}, ""Confidence/Romance"": {}, ""Government Impersonation"": {}, ""Credit Card/Check Fraud"": {""credit card"": 2}, ""Harassment/Stalking"": {}, ""Real Estate"": {}, ""Advanced Fee"": {}, ""Crimes Against Children"": {}, ""Lottery/Sweepstakes/Inheritance"": {}, ""Data Breach"": {}, ""Ransomware"": {}, ""Overpayment"": {}, ""IPR*/Copyright&Counterfeit"": {}, ""Threats of Violence"": {}, ""SIM Swap"": {}, ""Botnet"": {""botnet"": 6}, ""Malware"": {""malware"": 7}, ""Cryptocurrency"": {}}","Government Disrupts Botnet People’s Republic of China Used to Conceal Hacking of Critical  Infrastructure. In addition to leveraging stolen account credentials, the actors use LOTL techniques and avoid  leaving malware artifacts on systems that would cause alerts. Recently, Volt Typhoon actors used Cisco and NETGEAR end-of- life SOHO routers implanted with KV Botnet malware to support their operations [T1584.005]. Government Disrupts Botnet People’s Republic of China Used to Conceal  Hacking of Critical Infrastructure for more information). Execution  Volt Typhoon actors rarely use malware for post-compromise execution. Volt Typhoon actors also obfuscate their malware. See Appendix C  and CISA Malware Analysis Report (MAR)-10448362-1.v1 for more information. Government  Disrupts Botnet People’s Republic of China Used to Conceal Hacking of Critical Infrastructure). Secure Accounts  •  Implement phishing-resistant MFA for access to assets [CPG 2H]. •  Implement periodic training for all employees and contractors that covers basic  security concepts (such as phishing, business email compromise, basic operational security,  password security, etc.), as well as fostering an internal culture of security and cyber  awareness [CPG 2I]. Table 4: Volt Typhoon Malicious Files and Associated Hashes  Note: See MAR-10448362-1.v1 for more information on this malware. Compromise  Infrastructure:  Botnet  T1584.005  Volt Typhoon used Cisco and NETGEAR end-of-life SOHO  routers implanted with KV Botnet malware to support their  operations. Credentials from  Password Stores  T1555  Volt Typhoon has installed browsers saved passwords history,  credit card details, and cookies. Browser Information  Discovery  T1217  Volt Typhoon has installed browsers saved passwords history,  credit card details, and cookies."
Secure by Design Alert: Malicious Cyber Actors Exploiting Insecure SOHO Routers,2024-01-31,1,"{""Threats of Violence"": 1, ""Investment"": 1}","{""Phishing/Spoofing"": {}, ""Extortion"": {}, ""Personal Data Breach"": {}, ""Non-Payment/Non-Delivery"": {}, ""Investment"": {""investments"": 1}, ""Tech Support"": {}, ""Business Email Compromise"": {}, ""Identity Theft"": {}, ""Employment"": {}, ""Confidence/Romance"": {}, ""Government Impersonation"": {}, ""Credit Card/Check Fraud"": {}, ""Harassment/Stalking"": {}, ""Real Estate"": {}, ""Advanced Fee"": {}, ""Crimes Against Children"": {}, ""Lottery/Sweepstakes/Inheritance"": {}, ""Data Breach"": {}, ""Ransomware"": {}, ""Overpayment"": {}, ""IPR*/Copyright&Counterfeit"": {}, ""Threats of Violence"": {""harm"": 1}, ""SIM Swap"": {}, ""Botnet"": {}, ""Malware"": {}, ""Cryptocurrency"": {}}","This case exemplifies how a lack of secure by design practices can lead to real-world harm both to  customers, and, in this case, our nation’s critical infrastructure. Leaders should  make the appropriate investments and develop the right incentive structures that promote security as a stated business  goal."
Incident Response Guide: Water and Wastewater Sector,2024-01-18,1,"{""IPR*/Copyright&Counterfeit"": 1, ""Ransomware"": 7, ""Malware"": 7, ""Phishing/Spoofing"": 1, ""Tech Support"": 1, ""Investment"": 1, ""Data Breach"": 1}","{""Phishing/Spoofing"": {""phishing"": 1}, ""Extortion"": {}, ""Personal Data Breach"": {}, ""Non-Payment/Non-Delivery"": {}, ""Investment"": {""investment"": 1}, ""Tech Support"": {""technical support"": 1}, ""Business Email Compromise"": {}, ""Identity Theft"": {}, ""Employment"": {}, ""Confidence/Romance"": {}, ""Government Impersonation"": {}, ""Credit Card/Check Fraud"": {}, ""Harassment/Stalking"": {}, ""Real Estate"": {}, ""Advanced Fee"": {}, ""Crimes Against Children"": {}, ""Lottery/Sweepstakes/Inheritance"": {}, ""Data Breach"": {""data breach"": 1}, ""Ransomware"": {""ransomware"": 7}, ""Overpayment"": {}, ""IPR*/Copyright&Counterfeit"": {""trademark"": 1}, ""Threats of Violence"": {}, ""SIM Swap"": {}, ""Botnet"": {}, ""Malware"": {""malware"": 6, ""malicious software"": 1}, ""Cryptocurrency"": {}}","Any reference to specific  commercial entities, products, processes, or services by service mark, trademark,  manufacturer, or otherwise, does not constitute or imply endorsement, recommendation, or  favoritism by CISA, FBI, or EPA. In recent years, various malicious cyber incidents have impacted WWS  including, but not limited to, unauthorized access, and ransomware.3   Cyber threat actors frequently use ransomware against WWS utilities. On internet-facing  operational technology (OT) networks, ransomware can quickly propagate to affect  operations. For example, in July 2021, criminal cyber actors used the ransomware ZuCaNo,  via remote access, to compromise a supervisory control and data acquisition (SCADA)  computer on the OT network of a Maine-based WWS utility. Additionally, in August 2021, malicious cyber  actors used Ghost variant ransomware against a California-based WWS utility. The  ransomware variant resided in the system for about a month before discovery when three  SCADA servers displayed a ransomware message.4  Nation-state cyber actors also have demonstrated an intent to target U.S. • Security Software Alerts: The utility’s anti-malware or firewall software sends  warnings. • Phishing Attempts: Suspicious emails, messages, or phone calls asking for personal  information or login credentials come into the utility. •  Indicates unauthorized access to or malicious software on critical  information technology systems. CISA provides in-depth malware reverse  engineering analysis of malware samples. CISA provides findings via detailed  Malware Analysis Reports that explain how submitted malware operated when  executed and detail any associated indicators. FBI Technical Analysis and Support   FBI has specially trained cyber squads in each of their 56 field offices, working hand-in-hand  with interagency task force partners across government, to provide technical support and  analysis. With advanced  training in computer intrusions, forensic investigations, and malware analysis, the  CAT can deploy across the country within hours to respond to major incidents. Resources to Raise the Cyber Baseline:   There are a variety of resources aimed at understanding an organization’s cyber baseline  and improving cyber hygiene:     • Cybersecurity Performance Goals (CPGs): CISA’s CPGs are a subset of voluntary  cybersecurity practices to help small- and medium-sized organizations kickstart their  cybersecurity efforts by prioritizing investment in a limited number of essential  actions with high-impact security outcomes. For  example, data breach notification requirements vary by state."
Cybersecurity Guidance: Chinese-Manufactured UAS,2024-01-18,1,"{""IPR*/Copyright&Counterfeit"": 1, ""Malware"": 1, ""Phishing/Spoofing"": 1}","{""Phishing/Spoofing"": {""phishing"": 1}, ""Extortion"": {}, ""Personal Data Breach"": {}, ""Non-Payment/Non-Delivery"": {}, ""Investment"": {}, ""Tech Support"": {}, ""Business Email Compromise"": {}, ""Identity Theft"": {}, ""Employment"": {}, ""Confidence/Romance"": {}, ""Government Impersonation"": {}, ""Credit Card/Check Fraud"": {}, ""Harassment/Stalking"": {}, ""Real Estate"": {}, ""Advanced Fee"": {}, ""Crimes Against Children"": {}, ""Lottery/Sweepstakes/Inheritance"": {}, ""Data Breach"": {}, ""Ransomware"": {}, ""Overpayment"": {}, ""IPR*/Copyright&Counterfeit"": {""intellectual property"": 1}, ""Threats of Violence"": {}, ""SIM Swap"": {}, ""Botnet"": {}, ""Malware"": {""malware"": 1}, ""Cryptocurrency"": {}}","economic  and national security by: • Exposing intellectual property to Chinese companies and jeopardizing an organization’s competitive advantage. •	 Incorporate UAS and its components into an organizational  cybersecurity framework for Internet of Things (IoT) devices,  subjecting them to the same level of protection and monitoring  as other organizational ICT devices.11 •	 Isolate, air gap, or segment networks to prevent any potential  malware or breach from spreading to the enterprise network. •	 Implement phishing-resistant multifactor authentication methods to secure organizational accounts and data.14 •	 Consider integrating cybersecurity and physical security  functions across the organization to achieve a unified  approach to risk management.15 PROCURE  Identify and select the UAS platforms that best meet the operational and security requirements of the  organization."
Known Indicators of Compromise Associated with Androxgh0st Malware,2024-01-16,1,"{""Malware"": 11, ""Botnet"": 5, ""IPR*/Copyright&Counterfeit"": 1}","{""Phishing/Spoofing"": {}, ""Extortion"": {}, ""Personal Data Breach"": {}, ""Non-Payment/Non-Delivery"": {}, ""Investment"": {}, ""Tech Support"": {}, ""Business Email Compromise"": {}, ""Identity Theft"": {}, ""Employment"": {}, ""Confidence/Romance"": {}, ""Government Impersonation"": {}, ""Credit Card/Check Fraud"": {}, ""Harassment/Stalking"": {}, ""Real Estate"": {}, ""Advanced Fee"": {}, ""Crimes Against Children"": {}, ""Lottery/Sweepstakes/Inheritance"": {}, ""Data Breach"": {}, ""Ransomware"": {}, ""Overpayment"": {}, ""IPR*/Copyright&Counterfeit"": {""trademark"": 1}, ""Threats of Violence"": {}, ""SIM Swap"": {}, ""Botnet"": {""botnet"": 5}, ""Malware"": {""malware"": 11}, ""Cryptocurrency"": {}}","Product ID: AA24-016A January 16, 2024 Co-Authored by:  TLP:CLEAR TLP:CLEAR Known Indicators of Compromise Associated  with Androxgh0st Malware  SUMMARY  The Federal Bureau of Investigation (FBI) and the  Cybersecurity and Infrastructure Security Agency (CISA)  are releasing this joint Cybersecurity Advisory (CSA) to  disseminate known indicators of compromise (IOCs) and  tactics, techniques, and procedures (TTPs) associated  with threat actors deploying Androxgh0st malware. Multiple, ongoing investigations and trusted third party  reporting yielded the IOCs and TTPs, and provided  information on Androxgh0st malware’s ability to  establish a botnet that can further identify and  compromise vulnerable networks. Overview  Androxgh0st malware has been observed establishing a botnet [T1583.005] for victim identification  and exploitation in target networks. According to open source reporting[1], Androxgh0st is a Python- scripted malware [T1059.006] primarily used to target .env files that contain confidential information,  such as credentials [T1552.001] for various high profile applications (i.e., Amazon Web Services  [AWS], Microsoft Office 365, SendGrid, and Twilio from the Laravel web application framework). Androxgh0st malware also supports numerous functions capable of abusing the Simple Mail Transfer  Protocol (SMTP), such as scanning [T1046] and exploiting exposed credentials [T1078] and  application programming interfaces (APIs) [T1114], and web shell deployment [T1505.003]. Targeting the PHPUnit  Androxgh0st malware TTPs commonly involves the use of scripts, conducting scanning [T1595] and  searching for websites with specific vulnerabilities. Laravel Framework Targeting  Androxgh0st malware establishes a botnet to scan for websites using the Laravel web application  framework. Table 2: Resource Development  Technique Title  ID  Use  Acquire  Infrastructure:  Botnet  T1583.005  The threat actor establishes a botnet to identify and exploit  victims. Table 4: Execution  Technique Title  ID  Use  Command and  Scripting Interpreter:  Python  T1059.006  The threat actor uses Androxgh0st, a Python-scripted  malware, to target victim files. The FBI and CISA recommend network defenders apply the following mitigations to limit potential  adversarial use of common system and network discovery techniques and to reduce the risk of  compromise by actors using Androxgh0st malware. RESOURCES  •  CISA: Known Exploited Vulnerabilities Catalog  •  CISA, MITRE: Best Practices for MITRE ATT&CK Mapping  •  CISA: Decider Tool  •  NIST: CVE-2017-9841  •  NIST: CVE-2018-15133  •  NIST: CVE-2021-41773  •  CISA: Cross-Sector Cybersecurity Performance Goals  •  CISA: Secure by Design  REFERENCES  [1] Fortinet - FortiGuard Labs: Threat Signal Report: AndroxGh0st Malware Actively Used in the Wild  ACKNOWLEDGEMENTS  Amazon contributed to this CSA. Any reference to specific commercial entities, products,  processes, or services by service mark, trademark, manufacturer, or otherwise, does not constitute or  imply endorsement, recommendation, or favoring by FBI and CISA."
#StopRansomware: Akira Ransomware,2025-11-13,4,"{""Ransomware"": 33, ""Phishing/Spoofing"": 6, ""Extortion"": 2, ""Threats of Violence"": 1, ""Cryptocurrency"": 3, ""Malware"": 11, ""IPR*/Copyright&Counterfeit"": 1}","{""Phishing/Spoofing"": {""phishing"": 4, ""spearphishing"": 2}, ""Extortion"": {""extortion"": 2}, ""Personal Data Breach"": {}, ""Non-Payment/Non-Delivery"": {}, ""Investment"": {}, ""Tech Support"": {}, ""Business Email Compromise"": {}, ""Identity Theft"": {}, ""Employment"": {}, ""Confidence/Romance"": {}, ""Government Impersonation"": {}, ""Credit Card/Check Fraud"": {}, ""Harassment/Stalking"": {}, ""Real Estate"": {}, ""Advanced Fee"": {}, ""Crimes Against Children"": {}, ""Lottery/Sweepstakes/Inheritance"": {}, ""Data Breach"": {}, ""Ransomware"": {""ransomware"": 27, ""ransom"": 6}, ""Overpayment"": {}, ""IPR*/Copyright&Counterfeit"": {""trademark"": 1}, ""Threats of Violence"": {""threatening"": 1}, ""SIM Swap"": {}, ""Botnet"": {}, ""Malware"": {""malware"": 10, ""trojan"": 1}, ""Cryptocurrency"": {""bitcoin"": 2, ""cryptocurrency"": 1}}","TLP:CLEAR      TLP:CLEAR  Co-Authored by:   Product ID: AA24-109A                    #StopRansomware: Akira Ransomware    Summary  This joint Cybersecurity Advisory is part of an ongoing #StopRansomware effort to publish advisories for  network defenders that detail various ransomware variants and ransomware threat actors. These  #StopRansomware advisories include recently and historically observed tactics, techniques, and  procedures (TTPs) and indicators of compromise (IOCs) to help organizations protect against ransomware. 13, 2025, with information on  new Akira ransomware activity that presents an imminent threat to critical infrastructure.  Enable and enforce phishing-resistant multifactor authentication (MFA). Akira ransomware threat actors are associated with other groups known as Storm-1567, Howling Scorpius,  Punk Spider, and Gold Sahara, and may have connections to the defunct Conti ransomware group. End Update  Since March 2023, Akira ransomware threat actors have impacted a wide range of businesses and critical  infrastructure entities in North America, Europe, and Australia. The authoring organizations encourage organizations to implement the recommendations in the  Mitigations section of this advisory to reduce the likelihood and impact of Akira ransomware incidents. End Update  For initial access, Akira threat actors also use techniques including spearphishing  [T1566.001][T1566.002], abusing valid credentials [T1078], and techniques that leverage external-facing  services, like Remote Desktop Protocol (RDP) [T1133].6  Update Nov. 13, 2025:  Based on observations from the authoring organizations and trusted third-party reporting, it has been  determined that Megazord has likely fallen out of use since 2024.12  End Update  Trusted third-party investigations revealed that Akira threat actors deployed two distinct ransomware  variants against different system architectures during one attempted compromise. Analysts first identified  Akira threat actors deploying the Windows-specific “Megazord” ransomware, and further investigation  revealed the threat actors concurrently deployed a second payload during the attack, later identified as a  novel variant of the Akira ESXi encryptor, Akira_v2. After exfiltrating data, Akira threat actors use a double-extortion model [T1657], which involves threat  actors both encrypting systems [T1486] and threatening to leak sensitive information. The Akira ransom  note provides each company with a unique code and instructions to contact the threat actors via a .onion  URL, which is accessible through the Tor network [T1090.003][T1573.002]. This network is often leveraged by threat  actors to conceal their identities and activities, enabling secure and anonymous communication channels  for malicious purposes, such as ransomware negotiations.)  Akira threat actors do not leave an initial ransom demand or payment instructions on compromised  networks and do not relay this information until contacted by the victim. Victims make ransom payments by  using Bitcoin to cryptocurrency-wallet addresses provided by the Akira threat actors. After encryption, the Linux ESXi variant may  include the file extension akiranew or an added file named akiranew.txt as a ransom note in  directories where files were encrypted with the new nomenclature. Tools Leveraged by Akira Ransomware Actors  Name  Description  AdFind  A command-line tool used to query and retrieve information from Active Directory  [T1087.002]. SystemBC  Multi-purpose malware that Akira threat actors use as both a remote access trojan  (RAT) and a proxy bot [T1090][T1219]. POORTRY  Malware written as a signed vulnerable Windows deriver. Akira threat actors used the  malware to implement the Bring Your Own Vulnerable Driver (BYOVD) tactic [T1068]. STONESTOP  Malware that Akira threat actors used as the loader/installer for POORTRY [T1105]. See Table 2 through Table 9 for Akira ransomware IOCs. Malicious Files and SHA-256 Hash  File Name  Hash (SHA-256)  Description  w.exe  d2fd0654710c27dcf37b6c1437880020824e161dd 0bf28e3a133ed777242a0ca  Akira ransomware encryptor. Win.exe  dcfa2800754e5722acf94987bb03e814edcb9acebd a37df6da1987bf48e5b05e  Akira ransomware encryptor. qKtul.vbs  cf3465d7e49b609defa1e2b6cfcc86ffa30c72246cb 2744dbf50736c5f3d74d5  VBScript used by Akira  ransomware. Malicious Files and MD5 Hash  File Name  Hash (MD5)  Description  123.zip  57D1AEB41D9CFEA4D6899724BC4B09A5  Archive containing encryption  malware and an AnyDesk setup. End Update  Note: Trusted third-party analysis confirmed the Akira threat actors’ ransomware samples in Table 6 were  created on Dec. Phishing: Spearphishing  Attachment  T1566.001 Akira threat actors use phishing emails with malicious attachments  to gain access to networks. 13, 2025  Command and  Scripting Interpreter:  Visual Basic  T1059.005  Akira threat actors use VB scripts to execute malicious code, deploy  ransomware payloads, or establish persistence through legitimate  Windows scripting capabilities. 13, 2025  Akira threat actors use POORTRY malware written as a signed  vulnerable Windows driver to deploy BYOVD techniques to obtain  elevated privileges. 13, 2025  Obfuscated Files or  Information  T1027  Akira threat actors obfuscate or encrypt malware, scripts, and  network payloads (e.g., packers, Base64/XOR encoding, script  obfuscation, or custom encryption) to evade detection and slow  forensic analysis. 13, 2025  Akira threat actors use SystemBC malware as a proxy bot. Akira threat actors use STONESTOP malware to load additional  payloads. 13, 2025  Akira threat actors use SystemBC malware as a RAT. Financial Theft  T1657  Akira threat actors use a double extortion model for financial gain.   Segment networks to prevent the spread of ransomware, as network segmentation can help  control traffic flows between and access to various subnetworks, and by restricting adversary  lateral movement [CPG 2.F].   Identify, detect, and investigate abnormal activity and potential traversal of the indicated  ransomware with a networking monitoring tool [CPG 3.A]. o To aid in detecting the ransomware, implement a tool that logs and reports all network traffic,  including lateral movement activity on a network.   CISA’s #StopRansomware Guide provides organizations with comprehensive best practices to  mitigate the risk of ransomware attacks.   CISA’s Implementing Phishing-Resistant MFA is a fact sheet intended for network defenders to  mitigate threats to accounts and systems that use MFA.   CISA’s Ransomware Risk Assessment helps assess an organization’s ability to counteract a  ransomware infection. FBI is interested in any information that can be shared, to include boundary logs showing communication  to and from foreign IP addresses, a sample ransom note, communications with threat actors, Bitcoin wallet  information, decryptor files, and/or a benign sample of an encrypted file. FBI, CISA, and co-sealers do not encourage paying ransom as payment does not guarantee victim files will  be recovered. Furthermore, payment may also embolden adversaries to target additional organizations,  encourage other criminal actors to engage in the distribution of ransomware, and/or fund illicit activities. Any reference to specific commercial entities, products,  processes, or services by service mark, trademark, manufacturer, or otherwise, does not constitute or  imply endorsement, recommendation, or favor by FBI and co-sealers. 19 French organizations may report online scams, including ransomware, to OFAC’s Thésée platform."
Creating and maintaining a definitive view of your Operational Technology (OT) Architecture,2025-09-29,3,"{""IPR*/Copyright&Counterfeit"": 1, ""Ransomware"": 1, ""Threats of Violence"": 1, ""Malware"": 1}","{""Phishing/Spoofing"": {}, ""Extortion"": {}, ""Personal Data Breach"": {}, ""Non-Payment/Non-Delivery"": {}, ""Investment"": {}, ""Tech Support"": {}, ""Business Email Compromise"": {}, ""Identity Theft"": {}, ""Employment"": {}, ""Confidence/Romance"": {}, ""Government Impersonation"": {}, ""Credit Card/Check Fraud"": {}, ""Harassment/Stalking"": {}, ""Real Estate"": {}, ""Advanced Fee"": {}, ""Crimes Against Children"": {}, ""Lottery/Sweepstakes/Inheritance"": {}, ""Data Breach"": {}, ""Ransomware"": {""ransomware"": 1}, ""Overpayment"": {}, ""IPR*/Copyright&Counterfeit"": {""intellectual property"": 1}, ""Threats of Violence"": {""harm"": 1}, ""SIM Swap"": {}, ""Botnet"": {}, ""Malware"": {""malware"": 1}, ""Cryptocurrency"": {}}","They may also target OT systems to gain an economic  advantage by stealing intellectual property or datasets that would enable competitors to improve  their own processes. It is critical that backups are implemented to be  ransomware resistant to protect their availability. •  Safety Would a failure cause harm or damage to people, equipment, and/or the  environment? Once  connected, the device can rapidly deliver pre-programmed keystrokes to execute commands,  install malware, or alter system configurations."
Cyber Criminal Groups UNC6040 and UNC6395 Compromising Salesforce Instances for Data Theft and Extortion,2025-09-12,3,"{""Extortion"": 4, ""Phishing/Spoofing"": 3, ""Cryptocurrency"": 1, ""IPR*/Copyright&Counterfeit"": 1}","{""Phishing/Spoofing"": {""phishing"": 3}, ""Extortion"": {""extortion"": 4}, ""Personal Data Breach"": {}, ""Non-Payment/Non-Delivery"": {}, ""Investment"": {}, ""Tech Support"": {}, ""Business Email Compromise"": {}, ""Identity Theft"": {}, ""Employment"": {}, ""Confidence/Romance"": {}, ""Government Impersonation"": {}, ""Credit Card/Check Fraud"": {}, ""Harassment/Stalking"": {}, ""Real Estate"": {}, ""Advanced Fee"": {}, ""Crimes Against Children"": {}, ""Lottery/Sweepstakes/Inheritance"": {}, ""Data Breach"": {}, ""Ransomware"": {}, ""Overpayment"": {}, ""IPR*/Copyright&Counterfeit"": {""trademark"": 1}, ""Threats of Violence"": {}, ""SIM Swap"": {}, ""Botnet"": {}, ""Malware"": {}, ""Cryptocurrency"": {""cryptocurrency"": 1}}","TLP:CLEAR  TLP:CLEAR  12 September 2025  FLASH-20250912-001  Cyber Criminal Groups UNC6040 and UNC6395  Compromising Salesforce Instances for Data Theft and  Extortion      Summary  The Federal Bureau of Investigation (FBI) is releasing this FLASH to disseminate Indicators of  Compromise (IOCs) associated with recent malicious cyber activities by cyber criminal groups  UNC6040 and UNC6395, responsible for a rising number of data theft and extortion intrusions. Technical Details  Initial Access       TLP:CLEAR  TLP:CLEAR  UNC6040   Since October 2024, UNC6040 threat actors have obtained initial access by leveraging social  engineering attacks, in particular voice phishing (vishing), to gain access to organizations’  Salesforce accounts. UNC6040 threat actors have utilized phishing panels, directing victims to visit from their mobile  phones or work computers during the social engineering calls. Some UNC6040 victims have subsequently received extortion emails allegedly from the  ShinyHunters group, demanding payment in cryptocurrency to avoid publication of exfiltrated  data. These extortion demands have varied in time following UNC6040 threat actors’ access  and data exfiltration, ranging from a period of days to months. • Require phishing-resistant multi-factor authentication (MFA) for as many services as  possible. Any reference to specific  commercial entities, products, processes, or services by service mark, trademark,  manufacturer, or otherwise, does not constitute or imply endorsement, recommendation, or  favoring by FBI."
Countering Chinese State-Sponsored Actors Compromise of Networks Worldwide to Feed Global Espionage System,2025-08-27,3,"{""Botnet"": 1, ""Malware"": 1, ""Data Breach"": 1, ""Credit Card/Check Fraud"": 1, ""IPR*/Copyright&Counterfeit"": 1}","{""Phishing/Spoofing"": {}, ""Extortion"": {}, ""Personal Data Breach"": {}, ""Non-Payment/Non-Delivery"": {}, ""Investment"": {}, ""Tech Support"": {}, ""Business Email Compromise"": {}, ""Identity Theft"": {}, ""Employment"": {}, ""Confidence/Romance"": {}, ""Government Impersonation"": {}, ""Credit Card/Check Fraud"": {""ach"": 1}, ""Harassment/Stalking"": {}, ""Real Estate"": {}, ""Advanced Fee"": {}, ""Crimes Against Children"": {}, ""Lottery/Sweepstakes/Inheritance"": {}, ""Data Breach"": {""data breach"": 1}, ""Ransomware"": {}, ""Overpayment"": {}, ""IPR*/Copyright&Counterfeit"": {""trademark"": 1}, ""Threats of Violence"": {}, ""SIM Swap"": {}, ""Botnet"": {""botnet"": 1}, ""Malware"": {""malware"": 1}, ""Cryptocurrency"": {}}","  CVE-2018-0171 - Cisco IOS and IOS XE smart install remote code execution  vulnerability  The APT actors leverage infrastructure, such as virtual private servers (VPSs)  [T1583.003] and compromised intermediate routers [T1584.008], that have not been  attributable to a publicly known botnet or obfuscation network infrastructure to target  telecommunications and network service providers, including ISPs [T1090]. Operators (or malware) can run commands in other VRFs  using chvrf. Network  defenders should exercise caution when sequencing defensive measures to maximize  the chance of achieving full eviction, while remaining compliant with applicable laws,  regulations, and guidance on incident response and data breach notifications in their  jurisdictions.   Disable all unused ports and protocols (both traffic and management protocols) [D3- ACH]. Reference herein to any specific commercial products, process, or service by trade name,  trademark, manufacturer, or otherwise, does not constitute or imply its endorsement, recommendation, or  favoring by the authoring agencies, and this guidance shall not be used for advertising or product  endorsement purposes."
